file,line,type,commit,author,date,time,timezone,datetime,depth,length
src/routes/+layout.svelte,46,svelte,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,4,34
src/routes/+layout.svelte,47,svelte,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,2,7
src/routes/+layout.svelte,48,svelte,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,6
src/routes/+layout.svelte,49,svelte,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,0
src/routes/+layout.svelte,50,svelte,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,0
src/routes/+layout.svelte,51,svelte,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,0
src/routes/+layout.svelte,52,svelte,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,6
src/routes/+layout.svelte,53,svelte,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,0
src/routes/+layout.svelte,54,svelte,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,5
src/routes/+layout.svelte,55,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,0
src/routes/+layout.svelte,56,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,3
src/routes/+layout.svelte,57,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,65
src/routes/+layout.svelte,58,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,23
src/routes/+layout.svelte,59,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,25
src/routes/+layout.svelte,60,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,37
src/routes/+layout.svelte,61,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,0
src/routes/+layout.svelte,62,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,0
src/routes/+layout.svelte,63,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,5
src/routes/+layout.svelte,64,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,5
src/routes/+layout.svelte,65,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,20
src/routes/+layout.svelte,66,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,13
src/routes/+layout.svelte,67,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,17
src/routes/+layout.svelte,68,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,13
src/routes/+layout.svelte,69,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,0
src/routes/+layout.svelte,70,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,0
src/routes/+layout.svelte,71,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,11
src/routes/+layout.svelte,72,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,25
src/routes/+layout.svelte,73,css,770debe3,Luciano Sampaio,2025-03-27,12:49:07,-03:00,2025-03-27T12:49:07-03:00,0,25
